type,mean_1,stddev_1,mean_2,stddev_2,results,time,age,gender,smoker,background,date,condition,experiment,ID
Experimental,9.0,5.0,7.0,1.35,2,5.578,18,gender_male,smoker_no,Engineering,2014-11-21,T2,,159
Control,8.0,5.0,7.0,5.0,5,4.882,18,gender_male,smoker_no,Engineering,2014-11-21,T2,,159
Experimental,9.0,0.5,9.0,1.35,4,7.533,18,gender_male,smoker_no,Engineering,2014-11-21,T2,,159
Experimental,7.0,5.0,7.0,1.35,3,6.638,18,gender_male,smoker_no,Engineering,2014-11-21,T2,,159
Experimental,9.0,0.5,7.0,1.35,2,6.726,18,gender_male,smoker_no,Engineering,2014-11-21,T2,,159
Control,9.0,1.35,7.0,1.35,1,7.338,18,gender_male,smoker_no,Engineering,2014-11-21,T2,,159
Control,9.0,1.35,7.0,1.35,3,6.272,18,gender_male,smoker_no,Engineering,2014-11-21,T2,,159
Experimental,7.0,0.5,8.0,1.35,4,4.822,18,gender_male,smoker_no,Engineering,2014-11-21,T2,,159
Experimental,7.0,0.5,9.0,1.35,3,5.826,18,gender_male,smoker_no,Engineering,2014-11-21,T2,,159
Experimental,7.0,0.5,7.0,1.35,4,5.246,18,gender_male,smoker_no,Engineering,2014-11-21,T2,,159
Diversion,7.0,1.35,7.0,0.5,1,5.238,18,gender_male,smoker_no,Engineering,2014-11-21,T2,,159
Control,9.0,1.35,9.0,1.35,2,7.398,18,gender_male,smoker_no,Engineering,2014-11-21,T2,,159
Experimental,8.0,0.5,9.0,1.35,3,5.666,18,gender_male,smoker_no,Engineering,2014-11-21,T2,,159
Experimental,8.0,0.5,7.0,1.35,2,6.754,18,gender_male,smoker_no,Engineering,2014-11-21,T2,,159
Experimental,9.0,5.0,8.0,1.35,3,5.108,18,gender_male,smoker_no,Engineering,2014-11-21,T2,,159
Experimental,8.0,5.0,8.0,1.35,2,7.82,18,gender_male,smoker_no,Engineering,2014-11-21,T2,,159
Experimental,8.0,0.5,8.0,1.35,4,4.378,18,gender_male,smoker_no,Engineering,2014-11-21,T2,,159
Control,8.0,1.35,8.0,1.35,3,5.286,18,gender_male,smoker_no,Engineering,2014-11-21,T2,,159
Experimental,7.0,5.0,9.0,1.35,2,5.286,18,gender_male,smoker_no,Engineering,2014-11-21,T2,,159
Experimental,9.0,5.0,9.0,1.35,3,6.114,18,gender_male,smoker_no,Engineering,2014-11-21,T2,,159
Control,8.0,0.5,9.0,0.5,1,5.364,18,gender_male,smoker_no,Engineering,2014-11-21,T2,,159
Experimental,7.0,5.0,8.0,1.35,3,4.467,18,gender_male,smoker_no,Engineering,2014-11-21,T2,,159
Experimental,8.0,5.0,7.0,1.35,3,6.596,18,gender_male,smoker_no,Engineering,2014-11-21,T2,,159
Experimental,9.0,5.0,7.0,1.35,0,0.0,19,gender_male,smoker_no,Mechanical Engineering,0000-00-00,T2,,160
Experimental,7.0,5.0,8.0,1.35,3,12.465,19,gender_male,smoker_no,Mechanical Engineering,2014-11-21,T2,,160
Experimental,8.0,5.0,9.0,1.35,4,11.68,19,gender_male,smoker_no,Mechanical Engineering,2014-11-21,T2,,160
Experimental,8.0,5.0,7.0,1.35,4,12.454,19,gender_male,smoker_no,Mechanical Engineering,2014-11-21,T2,,160
Control,7.0,1.35,9.0,1.35,5,11.334,19,gender_male,smoker_no,Mechanical Engineering,2014-11-21,T2,,160
Experimental,8.0,0.5,8.0,1.35,5,8.828,19,gender_male,smoker_no,Mechanical Engineering,2014-11-21,T2,,160
Experimental,8.0,0.5,7.0,1.35,2,12.908,19,gender_male,smoker_no,Mechanical Engineering,2014-11-21,T2,,160
Control,9.0,0.5,7.0,0.5,2,8.581,19,gender_male,smoker_no,Mechanical Engineering,2014-11-21,T2,,160
Experimental,9.0,0.5,9.0,1.35,4,10.359,19,gender_male,smoker_no,Mechanical Engineering,2014-11-21,T2,,160
Control,9.0,5.0,8.0,5.0,5,9.054,19,gender_male,smoker_no,Mechanical Engineering,2014-11-21,T2,,160
Experimental,7.0,5.0,7.0,1.35,4,11.248,19,gender_male,smoker_no,Mechanical Engineering,2014-11-21,T2,,160
Experimental,8.0,5.0,8.0,1.35,4,13.156,19,gender_male,smoker_no,Mechanical Engineering,2014-11-21,T2,,160
Diversion,9.0,1.35,9.0,5.0,5,5.845,19,gender_male,smoker_no,Mechanical Engineering,2014-11-21,T2,,160
Experimental,7.0,0.5,9.0,1.35,4,10.896,19,gender_male,smoker_no,Mechanical Engineering,2014-11-21,T2,,160
Control,9.0,1.35,9.0,1.35,5,9.351,19,gender_male,smoker_no,Mechanical Engineering,2014-11-21,T2,,160
Experimental,9.0,5.0,8.0,1.35,5,11.3,19,gender_male,smoker_no,Mechanical Engineering,2014-11-21,T2,,160
Experimental,7.0,0.5,8.0,1.35,4,11.434,19,gender_male,smoker_no,Mechanical Engineering,2014-11-21,T2,,160
Experimental,7.0,5.0,9.0,1.35,0,0.0,19,gender_male,smoker_no,Mechanical Engineering,0000-00-00,T2,,160
Experimental,8.0,0.5,9.0,1.35,4,9.087,19,gender_male,smoker_no,Mechanical Engineering,2014-11-21,T2,,160
Experimental,7.0,0.5,7.0,1.35,5,5.454,19,gender_male,smoker_no,Mechanical Engineering,2014-11-21,T2,,160
Experimental,9.0,5.0,9.0,1.35,4,10.547,19,gender_male,smoker_no,Mechanical Engineering,2014-11-21,T2,,160
Control,9.0,1.35,7.0,1.35,5,11.587,19,gender_male,smoker_no,Mechanical Engineering,2014-11-21,T2,,160
Control,7.0,1.35,8.0,1.35,2,9.16,19,gender_male,smoker_no,Mechanical Engineering,2014-11-21,T2,,160
Experimental,9.0,0.5,8.0,1.35,5,6.861,19,gender_male,smoker_no,Mechanical Engineering,2014-11-21,T2,,160
Diversion,8.0,1.35,8.0,5.0,5,9.321,19,gender_male,smoker_no,Mechanical Engineering,2014-11-21,T2,,160
Experimental,9.0,0.5,7.0,1.35,3,7.515,19,gender_male,smoker_no,Mechanical Engineering,2014-11-21,T2,,160
Control,7.0,1.35,7.0,1.35,3,9.472,19,gender_male,smoker_no,Mechanical Engineering,2014-11-21,T2,,160
Experimental,8.0,5.0,7.0,1.35,4,8.325,19,gender_female,smoker_no,Software Engineering,2014-11-21,T2,,161
Experimental,7.0,0.5,7.0,1.35,2,7.078,19,gender_female,smoker_no,Software Engineering,2014-11-21,T2,,161
Experimental,9.0,0.5,7.0,1.35,4,8.769,19,gender_female,smoker_no,Software Engineering,2014-11-21,T2,,161
Experimental,7.0,5.0,9.0,1.35,2,7.405,19,gender_female,smoker_no,Software Engineering,2014-11-21,T2,,161
Experimental,8.0,0.5,8.0,1.35,3,7.508,19,gender_female,smoker_no,Software Engineering,2014-11-21,T2,,161
Experimental,7.0,0.5,8.0,1.35,2,7.534,19,gender_female,smoker_no,Software Engineering,2014-11-21,T2,,161
Control,9.0,0.5,7.0,0.5,1,6.577,19,gender_female,smoker_no,Software Engineering,2014-11-21,T2,,161
Experimental,8.0,0.5,7.0,1.35,2,10.14,19,gender_female,smoker_no,Software Engineering,2014-11-21,T2,,161
Experimental,8.0,5.0,8.0,1.35,4,7.678,19,gender_female,smoker_no,Software Engineering,2014-11-21,T2,,161
Experimental,9.0,5.0,9.0,1.35,3,8.77,19,gender_female,smoker_no,Software Engineering,2014-11-21,T2,,161
Experimental,8.0,5.0,9.0,1.35,2,6.617,19,gender_female,smoker_no,Software Engineering,2014-11-21,T2,,161
Control,7.0,1.35,8.0,1.35,2,6.454,19,gender_female,smoker_no,Software Engineering,2014-11-21,T2,,161
Experimental,7.0,5.0,8.0,1.35,3,8.597,19,gender_female,smoker_no,Software Engineering,2014-11-21,T2,,161
Experimental,8.0,0.5,9.0,1.35,4,8.752,19,gender_female,smoker_no,Software Engineering,2014-11-21,T2,,161
Experimental,9.0,0.5,9.0,1.35,2,7.212,19,gender_female,smoker_no,Software Engineering,2014-11-21,T2,,161
Control,7.0,1.35,7.0,1.35,4,5.307,19,gender_female,smoker_no,Software Engineering,2014-11-21,T2,,161
Control,8.0,1.35,7.0,1.35,3,9.513,19,gender_female,smoker_no,Software Engineering,2014-11-21,T2,,161
Experimental,7.0,5.0,7.0,1.35,4,7.406,19,gender_female,smoker_no,Software Engineering,2014-11-21,T2,,161
Control,9.0,5.0,8.0,5.0,5,5.585,19,gender_female,smoker_no,Software Engineering,2014-11-21,T2,,161
Diversion,8.0,1.35,8.0,5.0,5,6.368,19,gender_female,smoker_no,Software Engineering,2014-11-21,T2,,161
Experimental,7.0,0.5,9.0,1.35,2,7.134,19,gender_female,smoker_no,Software Engineering,2014-11-21,T2,,161
Control,7.0,1.35,8.0,1.35,3,9.02,19,gender_female,smoker_no,Software Engineering,2014-11-21,T2,,161
Experimental,9.0,5.0,8.0,1.35,3,5.521,19,gender_female,smoker_no,Software Engineering,2014-11-21,T2,,161
Experimental,9.0,0.5,8.0,1.35,4,4.748,19,gender_female,smoker_no,Software Engineering,2014-11-21,T2,,161
Control,9.0,1.35,7.0,1.35,2,8.28,19,gender_female,smoker_no,Software Engineering,2014-11-21,T2,,161
Experimental,9.0,5.0,7.0,1.35,2,5.755,19,gender_female,smoker_no,Software Engineering,2014-11-21,T2,,161
Diversion,9.0,1.35,9.0,5.0,5,5.461,19,gender_female,smoker_no,Software Engineering,2014-11-21,T2,,161
Experimental,8.0,5.0,9.0,1.35,4,11.496,20,gender_male,smoker_no,Actuarial Studies/Statistics/Economics,2014-11-21,T2,,162
Experimental,9.0,5.0,9.0,1.35,3,16.835,20,gender_male,smoker_no,Actuarial Studies/Statistics/Economics,2014-11-21,T2,,162
Experimental,7.0,0.5,7.0,1.35,3,10.511,20,gender_male,smoker_no,Actuarial Studies/Statistics/Economics,2014-11-21,T2,,162
Experimental,7.0,5.0,9.0,1.35,3,14.656,20,gender_male,smoker_no,Actuarial Studies/Statistics/Economics,2014-11-21,T2,,162
Experimental,8.0,0.5,7.0,1.35,3,8.01,20,gender_male,smoker_no,Actuarial Studies/Statistics/Economics,2014-11-21,T2,,162
Experimental,8.0,5.0,7.0,1.35,2,7.826,20,gender_male,smoker_no,Actuarial Studies/Statistics/Economics,2014-11-21,T2,,162
Experimental,7.0,0.5,9.0,1.35,2,6.718,20,gender_male,smoker_no,Actuarial Studies/Statistics/Economics,2014-11-21,T2,,162
Experimental,7.0,5.0,7.0,1.35,2,6.722,20,gender_male,smoker_no,Actuarial Studies/Statistics/Economics,2014-11-21,T2,,162
Diversion,7.0,1.35,7.0,5.0,5,5.79,20,gender_male,smoker_no,Actuarial Studies/Statistics/Economics,2014-11-21,T2,,162
Control,9.0,1.35,8.0,1.35,4,8.201,20,gender_male,smoker_no,Actuarial Studies/Statistics/Economics,2014-11-21,T2,,162
Experimental,9.0,0.5,8.0,1.35,3,8.141,20,gender_male,smoker_no,Actuarial Studies/Statistics/Economics,2014-11-21,T2,,162
Diversion,8.0,1.35,8.0,5.0,5,5.177,20,gender_male,smoker_no,Actuarial Studies/Statistics/Economics,2014-11-21,T2,,162
Experimental,9.0,5.0,7.0,1.35,2,10.832,20,gender_male,smoker_no,Actuarial Studies/Statistics/Economics,2014-11-21,T2,,162
Experimental,8.0,0.5,8.0,1.35,2,8.996,20,gender_male,smoker_no,Actuarial Studies/Statistics/Economics,2014-11-21,T2,,162
Control,7.0,1.35,8.0,1.35,2,10.338,20,gender_male,smoker_no,Actuarial Studies/Statistics/Economics,2014-11-21,T2,,162
Experimental,9.0,0.5,7.0,1.35,3,11.373,20,gender_male,smoker_no,Actuarial Studies/Statistics/Economics,2014-11-21,T2,,162
Control,8.0,0.5,8.0,0.5,1,6.048,20,gender_male,smoker_no,Actuarial Studies/Statistics/Economics,2014-11-21,T2,,162
Experimental,8.0,0.5,9.0,1.35,2,7.672,20,gender_male,smoker_no,Actuarial Studies/Statistics/Economics,2014-11-21,T2,,162
Experimental,9.0,0.5,9.0,1.35,3,7.76,20,gender_male,smoker_no,Actuarial Studies/Statistics/Economics,2014-11-21,T2,,162
Experimental,9.0,5.0,8.0,1.35,3,8.121,20,gender_male,smoker_no,Actuarial Studies/Statistics/Economics,2014-11-21,T2,,162
Control,9.0,5.0,8.0,5.0,5,9.581,20,gender_male,smoker_no,Actuarial Studies/Statistics/Economics,2014-11-21,T2,,162
Control,9.0,1.35,9.0,1.35,2,7.448,20,gender_male,smoker_no,Actuarial Studies/Statistics/Economics,2014-11-21,T2,,162
Control,8.0,1.35,9.0,1.35,3,9.563,20,gender_male,smoker_no,Actuarial Studies/Statistics/Economics,2014-11-21,T2,,162
Control,9.0,1.35,9.0,1.35,2,5.94,20,gender_male,smoker_no,Actuarial Studies/Statistics/Economics,2014-11-21,T2,,162
Experimental,7.0,0.5,8.0,1.35,0,0.0,20,gender_male,smoker_no,Actuarial Studies/Statistics/Economics,0000-00-00,T2,,162
Experimental,7.0,5.0,8.0,1.35,3,6.441,20,gender_male,smoker_no,Actuarial Studies/Statistics/Economics,2014-11-21,T2,,162
Experimental,8.0,5.0,8.0,1.35,2,5.444,20,gender_male,smoker_no,Actuarial Studies/Statistics/Economics,2014-11-21,T2,,162
Experimental,9.0,5.0,8.0,1.35,4,8.916,30,gender_male,smoker_no,Actuarial studies,2014-11-21,T2,,163
Control,9.0,1.35,8.0,1.35,3,12.411,30,gender_male,smoker_no,Actuarial studies,2014-11-21,T2,,163
Control,8.0,1.35,7.0,1.35,2,12.214,30,gender_male,smoker_no,Actuarial studies,2014-11-21,T2,,163
Control,9.0,0.5,9.0,0.5,1,10.366,30,gender_male,smoker_no,Actuarial studies,2014-11-21,T2,,163
Experimental,8.0,5.0,7.0,1.35,2,15.307,30,gender_male,smoker_no,Actuarial studies,2014-11-21,T2,,163
Experimental,7.0,0.5,7.0,1.35,3,13.765,30,gender_male,smoker_no,Actuarial studies,2014-11-21,T2,,163
Control,7.0,5.0,7.0,5.0,5,6.958,30,gender_male,smoker_no,Actuarial studies,2014-11-21,T2,,163
Experimental,7.0,5.0,9.0,1.35,2,11.872,30,gender_male,smoker_no,Actuarial studies,2014-11-21,T2,,163
Experimental,7.0,0.5,9.0,1.35,2,11.033,30,gender_male,smoker_no,Actuarial studies,2014-11-21,T2,,163
Experimental,9.0,0.5,9.0,1.35,3,12.907,30,gender_male,smoker_no,Actuarial studies,2014-11-21,T2,,163
Experimental,8.0,0.5,7.0,1.35,3,14.408,30,gender_male,smoker_no,Actuarial studies,2014-11-21,T2,,163
Experimental,8.0,5.0,9.0,1.35,4,11.885,30,gender_male,smoker_no,Actuarial studies,2014-11-21,T2,,163
Experimental,8.0,0.5,8.0,1.35,4,12.56,30,gender_male,smoker_no,Actuarial studies,2014-11-21,T2,,163
Experimental,9.0,5.0,7.0,1.35,3,12.727,30,gender_male,smoker_no,Actuarial studies,2014-11-21,T2,,163
Experimental,7.0,5.0,8.0,1.35,3,12.814,30,gender_male,smoker_no,Actuarial studies,2014-11-21,T2,,163
Diversion,9.0,1.35,9.0,5.0,5,6.286,30,gender_male,smoker_no,Actuarial studies,2014-11-21,T2,,163
Diversion,8.0,1.35,8.0,5.0,5,6.419,30,gender_male,smoker_no,Actuarial studies,2014-11-21,T2,,163
Experimental,7.0,0.5,8.0,1.35,4,9.724,30,gender_male,smoker_no,Actuarial studies,2014-11-21,T2,,163
Experimental,8.0,5.0,8.0,1.35,3,16.803,30,gender_male,smoker_no,Actuarial studies,2014-11-21,T2,,163
Control,9.0,1.35,7.0,1.35,4,10.308,30,gender_male,smoker_no,Actuarial studies,2014-11-21,T2,,163
Experimental,9.0,5.0,9.0,1.35,3,13.593,30,gender_male,smoker_no,Actuarial studies,2014-11-21,T2,,163
Experimental,9.0,0.5,8.0,1.35,2,9.788,30,gender_male,smoker_no,Actuarial studies,2014-11-21,T2,,163
Experimental,9.0,0.5,7.0,1.35,3,13.624,30,gender_male,smoker_no,Actuarial studies,2014-11-21,T2,,163
Control,7.0,1.35,7.0,1.35,4,10.161,30,gender_male,smoker_no,Actuarial studies,2014-11-21,T2,,163
Experimental,7.0,5.0,7.0,1.35,3,14.217,30,gender_male,smoker_no,Actuarial studies,2014-11-21,T2,,163
Experimental,8.0,0.5,9.0,1.35,2,11.219,30,gender_male,smoker_no,Actuarial studies,2014-11-21,T2,,163
Control,8.0,1.35,9.0,1.35,2,9.127,30,gender_male,smoker_no,Actuarial studies,2014-11-21,T2,,163
Control,9.0,0.5,7.0,0.5,1,12.588,18,gender_male,smoker_no,engineering/commerce,2014-11-21,T2,,164
Experimental,7.0,0.5,8.0,1.35,4,13.235,18,gender_male,smoker_no,engineering/commerce,2014-11-21,T2,,164
Experimental,9.0,5.0,8.0,1.35,3,10.068,18,gender_male,smoker_no,engineering/commerce,2014-11-21,T2,,164
Control,7.0,1.35,8.0,1.35,4,11.888,18,gender_male,smoker_no,engineering/commerce,2014-11-21,T2,,164
Experimental,9.0,0.5,8.0,1.35,4,12.124,18,gender_male,smoker_no,engineering/commerce,2014-11-21,T2,,164
Experimental,8.0,0.5,9.0,1.35,3,11.633,18,gender_male,smoker_no,engineering/commerce,2014-11-21,T2,,164
Experimental,8.0,5.0,8.0,1.35,4,12.162,18,gender_male,smoker_no,engineering/commerce,2014-11-21,T2,,164
Diversion,7.0,1.35,7.0,0.5,1,11.367,18,gender_male,smoker_no,engineering/commerce,2014-11-21,T2,,164
Control,7.0,1.35,7.0,1.35,3,10.67,18,gender_male,smoker_no,engineering/commerce,2014-11-21,T2,,164
Experimental,9.0,5.0,9.0,1.35,4,11.368,18,gender_male,smoker_no,engineering/commerce,2014-11-21,T2,,164
Experimental,7.0,5.0,8.0,1.35,2,13.282,18,gender_male,smoker_no,engineering/commerce,2014-11-21,T2,,164
Experimental,8.0,0.5,8.0,1.35,4,12.389,18,gender_male,smoker_no,engineering/commerce,2014-11-21,T2,,164
Experimental,7.0,5.0,7.0,1.35,4,12.819,18,gender_male,smoker_no,engineering/commerce,2014-11-21,T2,,164
Control,9.0,1.35,8.0,1.35,4,11.587,18,gender_male,smoker_no,engineering/commerce,2014-11-21,T2,,164
Experimental,7.0,0.5,7.0,1.35,4,12.336,18,gender_male,smoker_no,engineering/commerce,2014-11-21,T2,,164
Experimental,8.0,5.0,7.0,1.35,3,10.653,18,gender_male,smoker_no,engineering/commerce,2014-11-21,T2,,164
Experimental,9.0,0.5,9.0,1.35,3,13.699,18,gender_male,smoker_no,engineering/commerce,2014-11-21,T2,,164
Experimental,8.0,5.0,9.0,1.35,2,11.861,18,gender_male,smoker_no,engineering/commerce,2014-11-21,T2,,164
Experimental,9.0,0.5,7.0,1.35,3,10.771,18,gender_male,smoker_no,engineering/commerce,2014-11-21,T2,,164
Experimental,7.0,0.5,9.0,1.35,4,12.052,18,gender_male,smoker_no,engineering/commerce,2014-11-21,T2,,164
Control,7.0,5.0,8.0,5.0,5,8.416,18,gender_male,smoker_no,engineering/commerce,2014-11-21,T2,,164
Control,7.0,1.35,7.0,1.35,4,11.602,18,gender_male,smoker_no,engineering/commerce,2014-11-21,T2,,164
Diversion,8.0,1.35,8.0,0.5,1,9.807,18,gender_male,smoker_no,engineering/commerce,2014-11-21,T2,,164
Experimental,9.0,5.0,7.0,1.35,3,12.117,18,gender_male,smoker_no,engineering/commerce,2014-11-21,T2,,164
Control,9.0,1.35,8.0,1.35,4,12.104,18,gender_male,smoker_no,engineering/commerce,2014-11-21,T2,,164
Experimental,8.0,0.5,7.0,1.35,4,11.508,18,gender_male,smoker_no,engineering/commerce,2014-11-21,T2,,164
Experimental,7.0,5.0,9.0,1.35,3,10.116,18,gender_male,smoker_no,engineering/commerce,2014-11-21,T2,,164
Diversion,8.0,1.35,8.0,5.0,5,9.649,21,gender_male,smoker_no,Economics,2014-11-21,T2,,165
Control,8.0,1.35,8.0,1.35,4,14.609,21,gender_male,smoker_no,Economics,2014-11-21,T2,,165
Experimental,7.0,0.5,7.0,1.35,4,11.009,21,gender_male,smoker_no,Economics,2014-11-21,T2,,165
Experimental,8.0,0.5,8.0,1.35,4,10.206,21,gender_male,smoker_no,Economics,2014-11-21,T2,,165
Experimental,7.0,5.0,9.0,1.35,4,13.208,21,gender_male,smoker_no,Economics,2014-11-21,T2,,165
Control,8.0,1.35,9.0,1.35,3,11.932,21,gender_male,smoker_no,Economics,2014-11-21,T2,,165
Experimental,9.0,0.5,7.0,1.35,3,12.111,21,gender_male,smoker_no,Economics,2014-11-21,T2,,165
Experimental,8.0,5.0,8.0,1.35,3,11.792,21,gender_male,smoker_no,Economics,2014-11-21,T2,,165
Experimental,7.0,5.0,8.0,1.35,4,9.582,21,gender_male,smoker_no,Economics,2014-11-21,T2,,165
Control,7.0,1.35,8.0,1.35,3,11.175,21,gender_male,smoker_no,Economics,2014-11-21,T2,,165
Experimental,8.0,5.0,7.0,1.35,4,13.219,21,gender_male,smoker_no,Economics,2014-11-21,T2,,165
Experimental,9.0,5.0,7.0,1.35,3,13.033,21,gender_male,smoker_no,Economics,2014-11-21,T2,,165
Control,8.0,0.5,8.0,0.5,1,11.411,21,gender_male,smoker_no,Economics,2014-11-21,T2,,165
Experimental,8.0,0.5,7.0,1.35,3,8.474,21,gender_male,smoker_no,Economics,2014-11-21,T2,,165
Diversion,7.0,1.35,7.0,0.5,2,12.738,21,gender_male,smoker_no,Economics,2014-11-21,T2,,165
Experimental,7.0,5.0,7.0,1.35,3,12.153,21,gender_male,smoker_no,Economics,2014-11-21,T2,,165
Control,8.0,5.0,9.0,5.0,5,6.274,21,gender_male,smoker_no,Economics,2014-11-21,T2,,165
Experimental,8.0,0.5,9.0,1.35,3,10.11,21,gender_male,smoker_no,Economics,2014-11-21,T2,,165
Control,9.0,1.35,9.0,1.35,4,8.301,21,gender_male,smoker_no,Economics,2014-11-21,T2,,165
Experimental,8.0,5.0,9.0,1.35,3,11.951,21,gender_male,smoker_no,Economics,2014-11-21,T2,,165
Control,8.0,1.35,8.0,1.35,3,9.948,21,gender_male,smoker_no,Economics,2014-11-21,T2,,165
Experimental,7.0,0.5,9.0,1.35,3,8.651,21,gender_male,smoker_no,Economics,2014-11-21,T2,,165
Experimental,9.0,0.5,8.0,1.35,3,11.839,21,gender_male,smoker_no,Economics,2014-11-21,T2,,165
Experimental,9.0,5.0,9.0,1.35,3,9.937,21,gender_male,smoker_no,Economics,2014-11-21,T2,,165
Experimental,7.0,0.5,8.0,1.35,4,11.017,21,gender_male,smoker_no,Economics,2014-11-21,T2,,165
Experimental,9.0,5.0,8.0,1.35,3,12.504,21,gender_male,smoker_no,Economics,2014-11-21,T2,,165
Experimental,9.0,0.5,9.0,1.35,4,9.419,21,gender_male,smoker_no,Economics,2014-11-21,T2,,165
Control,9.0,0.5,8.0,0.5,1,11.416,18,gender_male,smoker_no,First year studying bachelor of arts,2014-11-21,T2,,166
Experimental,9.0,5.0,9.0,1.35,4,10.296,18,gender_male,smoker_no,First year studying bachelor of arts,2014-11-21,T2,,166
Experimental,8.0,5.0,9.0,1.35,3,12.536,18,gender_male,smoker_no,First year studying bachelor of arts,2014-11-21,T2,,166
Experimental,7.0,5.0,9.0,1.35,3,9.77,18,gender_male,smoker_no,First year studying bachelor of arts,2014-11-21,T2,,166
Experimental,7.0,0.5,9.0,1.35,2,12.143,18,gender_male,smoker_no,First year studying bachelor of arts,2014-11-21,T2,,166
Diversion,9.0,1.35,9.0,0.5,1,10.261,18,gender_male,smoker_no,First year studying bachelor of arts,2014-11-21,T2,,166
Experimental,8.0,0.5,7.0,1.35,2,13.316,18,gender_male,smoker_no,First year studying bachelor of arts,2014-11-21,T2,,166
Experimental,9.0,5.0,7.0,1.35,3,8.611,18,gender_male,smoker_no,First year studying bachelor of arts,2014-11-21,T2,,166
Experimental,9.0,0.5,8.0,1.35,3,11.449,18,gender_male,smoker_no,First year studying bachelor of arts,2014-11-21,T2,,166
Experimental,9.0,0.5,7.0,1.35,2,9.324,18,gender_male,smoker_no,First year studying bachelor of arts,2014-11-21,T2,,166
Experimental,8.0,0.5,9.0,1.35,1,9.362,18,gender_male,smoker_no,First year studying bachelor of arts,2014-11-21,T2,,166
Experimental,8.0,5.0,7.0,1.35,3,8.063,18,gender_male,smoker_no,First year studying bachelor of arts,2014-11-21,T2,,166
Control,8.0,1.35,9.0,1.35,2,8.867,18,gender_male,smoker_no,First year studying bachelor of arts,2014-11-21,T2,,166
Experimental,7.0,0.5,8.0,1.35,2,9.342,18,gender_male,smoker_no,First year studying bachelor of arts,2014-11-21,T2,,166
Experimental,7.0,0.5,7.0,1.35,3,11.05,18,gender_male,smoker_no,First year studying bachelor of arts,2014-11-21,T2,,166
Experimental,8.0,0.5,8.0,1.35,3,8.567,18,gender_male,smoker_no,First year studying bachelor of arts,2014-11-21,T2,,166
Control,7.0,1.35,8.0,1.35,3,10.64,18,gender_male,smoker_no,First year studying bachelor of arts,2014-11-21,T2,,166
Experimental,9.0,5.0,8.0,1.35,4,10.804,18,gender_male,smoker_no,First year studying bachelor of arts,2014-11-21,T2,,166
Experimental,8.0,5.0,8.0,1.35,1,7.982,18,gender_male,smoker_no,First year studying bachelor of arts,2014-11-21,T2,,166
Diversion,8.0,1.35,8.0,0.5,1,7.147,18,gender_male,smoker_no,First year studying bachelor of arts,2014-11-21,T2,,166
Experimental,9.0,0.5,9.0,1.35,4,11.051,18,gender_male,smoker_no,First year studying bachelor of arts,2014-11-21,T2,,166
Control,7.0,1.35,9.0,1.35,3,10.861,18,gender_male,smoker_no,First year studying bachelor of arts,2014-11-21,T2,,166
Experimental,7.0,5.0,7.0,1.35,3,9.486,18,gender_male,smoker_no,First year studying bachelor of arts,2014-11-21,T2,,166
Control,9.0,5.0,7.0,5.0,5,6.029,18,gender_male,smoker_no,First year studying bachelor of arts,2014-11-21,T2,,166
Control,7.0,1.35,7.0,1.35,3,11.83,18,gender_male,smoker_no,First year studying bachelor of arts,2014-11-21,T2,,166
Experimental,7.0,5.0,8.0,1.35,2,10.897,18,gender_male,smoker_no,First year studying bachelor of arts,2014-11-21,T2,,166
Control,8.0,1.35,9.0,1.35,3,13.013,18,gender_male,smoker_no,First year studying bachelor of arts,2014-11-21,T2,,166
Experimental,8.0,5.0,9.0,1.35,2,9.275,21,gender_female,smoker_no,Biotechnology,2014-11-21,T2,,167
Experimental,7.0,0.5,7.0,1.35,5,9.615,21,gender_female,smoker_no,Biotechnology,2014-11-21,T2,,167
Experimental,8.0,0.5,7.0,1.35,5,9.7,21,gender_female,smoker_no,Biotechnology,2014-11-21,T2,,167
Experimental,9.0,5.0,7.0,1.35,2,10.141,21,gender_female,smoker_no,Biotechnology,2014-11-21,T2,,167
Diversion,8.0,1.35,8.0,5.0,5,6.866,21,gender_female,smoker_no,Biotechnology,2014-11-21,T2,,167
Experimental,8.0,0.5,9.0,1.35,2,9.884,21,gender_female,smoker_no,Biotechnology,2014-11-21,T2,,167
Control,9.0,1.35,7.0,1.35,3,8.873,21,gender_female,smoker_no,Biotechnology,2014-11-21,T2,,167
Control,9.0,1.35,8.0,1.35,3,9.576,21,gender_female,smoker_no,Biotechnology,2014-11-21,T2,,167
Experimental,7.0,5.0,7.0,1.35,1,7.879,21,gender_female,smoker_no,Biotechnology,2014-11-21,T2,,167
Experimental,9.0,0.5,8.0,1.35,3,9.998,21,gender_female,smoker_no,Biotechnology,2014-11-21,T2,,167
Control,9.0,1.35,7.0,1.35,2,11.565,21,gender_female,smoker_no,Biotechnology,2014-11-21,T2,,167
Experimental,8.0,0.5,8.0,1.35,3,12.322,21,gender_female,smoker_no,Biotechnology,2014-11-21,T2,,167
